run_accession	experiment_accession	sample_accession	study_accession	secondary_sample_accession	secondary_study_accession	broker_name	center_name	experiment_title	library_name	library_layout	library_selection	library_strategy	library_source	instrument_model	read_count	base_count	first_public	last_updated	scientific_name	collection_date	study_title	sample_title	submitted_ftp	fastq_ftp	age	altitude	cell_line	cell_type	dev_stage	disease	environment_biome	environment_feature	environment_material	environmental_medium	environmental_sample	host	host_body_site	host_genotype	host_phenotype	isolate	location	sex	strain	temperature	tissue_type	sampling_site	experimental_factor
SRR24742216	SRX20519446	SAMN35369792	PRJNA976283	SRS17829393	SRP439659			NextSeq 500 sequencing: GSM7428206: Uterine_neuroendocrine [OE180716630-04] Homo sapiens RNA-Seq	GSM7428206	PAIRED	cDNA	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	NextSeq 500	183796191	55138857300	2023-12-29	2023-12-29	Homo sapiens	missing	Single-cell transcriptome analysis of small cell neuroendocrine tumor of the endometrium reveals ISL1 as a potential biomarker for diagnosis and treatment	Uterine_neuroendocrine [OE180716630-04]		ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/016/SRR24742216/SRR24742216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/016/SRR24742216/SRR24742216_2.fastq.gz				neuroendocrine																	uterine neuroendocrine tumor		
run_accession	experiment_accession	sample_accession	study_accession	secondary_sample_accession	secondary_study_accession	broker_name	center_name	experiment_title	library_name	library_layout	library_selection	library_strategy	library_source	instrument_model	read_count	base_count	first_public	last_updated	scientific_name	collection_date	study_title	sample_title	submitted_ftp	fastq_ftp	age	altitude	cell_line	cell_type	dev_stage	disease	environment_biome	environment_feature	environment_material	environmental_medium	environmental_sample	host	host_body_site	host_genotype	host_phenotype	isolate	location	sex	strain	temperature	tissue_type	sampling_site	experimental_factor
SRR24742217	SRX20519445	SAMN35369793	PRJNA976283	SRS17829395	SRP439659			NextSeq 500 sequencing: GSM7428205: Uterine_neuroendocrine [OE180716630-03] Homo sapiens RNA-Seq	GSM7428205	PAIRED	cDNA	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	NextSeq 500	198825253	59647575900	2023-12-29	2023-12-29	Homo sapiens	missing	Single-cell transcriptome analysis of small cell neuroendocrine tumor of the endometrium reveals ISL1 as a potential biomarker for diagnosis and treatment	Uterine_neuroendocrine [OE180716630-03]		ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/017/SRR24742217/SRR24742217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/017/SRR24742217/SRR24742217_2.fastq.gz				neuroendocrine																	uterine neuroendocrine tumor		
run_accession	experiment_accession	sample_accession	study_accession	secondary_sample_accession	secondary_study_accession	broker_name	center_name	experiment_title	library_name	library_layout	library_selection	library_strategy	library_source	instrument_model	read_count	base_count	first_public	last_updated	scientific_name	collection_date	study_title	sample_title	submitted_ftp	fastq_ftp	age	altitude	cell_line	cell_type	dev_stage	disease	environment_biome	environment_feature	environment_material	environmental_medium	environmental_sample	host	host_body_site	host_genotype	host_phenotype	isolate	location	sex	strain	temperature	tissue_type	sampling_site	experimental_factor
run_accession	experiment_accession	sample_accession	study_accession	secondary_sample_accession	secondary_study_accession	broker_name	center_name	experiment_title	library_name	library_layout	library_selection	library_strategy	library_source	instrument_model	read_count	base_count	first_public	last_updated	scientific_name	collection_date	study_title	sample_title	submitted_ftp	fastq_ftp	age	altitude	cell_line	cell_type	dev_stage	disease	environment_biome	environment_feature	environment_material	environmental_medium	environmental_sample	host	host_body_site	host_genotype	host_phenotype	isolate	location	sex	strain	temperature	tissue_type	sampling_site	experimental_factor
run_accession	experiment_accession	sample_accession	study_accession	secondary_sample_accession	secondary_study_accession	broker_name	center_name	experiment_title	library_name	library_layout	library_selection	library_strategy	library_source	instrument_model	read_count	base_count	first_public	last_updated	scientific_name	collection_date	study_title	sample_title	submitted_ftp	fastq_ftp	age	altitude	cell_line	cell_type	dev_stage	disease	environment_biome	environment_feature	environment_material	environmental_medium	environmental_sample	host	host_body_site	host_genotype	host_phenotype	isolate	location	sex	strain	temperature	tissue_type	sampling_site	experimental_factor
SRR30947474	SRX26350033	SAMN44246621	PRJNA1171488	SRS22875150	SRP537843		SUB14784448	NextSeq 500 sequencing: RNA-Seq of small cell lung cancer cell line	H69_B_Ill	PAIRED	cDNA	RNA-Seq	TRANSCRIPTOMIC	NextSeq 500	62708380	12667092760	2025-03-31	2025-03-31	Homo sapiens	2024-05-17	Benchmarking long-read RNA-sequencing technologies with LongBench: a multi-group dataset spanning bulk and single-cell modalities	Human sample from Homo sapiens		ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/074/SRR30947474/SRR30947474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/074/SRR30947474/SRR30947474_2.fastq.gz			NCI-H69	Epithelial												an aneuploid cell line isolated from 55-year old white male with small cell carcinoma		male			Lung		
run_accession	experiment_accession	sample_accession	study_accession	secondary_sample_accession	secondary_study_accession	broker_name	center_name	experiment_title	library_name	library_layout	library_selection	library_strategy	library_source	instrument_model	read_count	base_count	first_public	last_updated	scientific_name	collection_date	study_title	sample_title	submitted_ftp	fastq_ftp	age	altitude	cell_line	cell_type	dev_stage	disease	environment_biome	environment_feature	environment_material	environmental_medium	environmental_sample	host	host_body_site	host_genotype	host_phenotype	isolate	location	sex	strain	temperature	tissue_type	sampling_site	experimental_factor
SRR30947485	SRX26350022	SAMN44246621	PRJNA1171488	SRS22875150	SRP537843		SUB14784448	PromethION sequencing: lrRNA-Seq of small cell lung cancer cell line	H69_dRNA_ONT	SINGLE	cDNA	RNA-Seq	TRANSCRIPTOMIC	PromethION	11416477	15249358461	2025-03-31	2025-03-31	Homo sapiens	2024-05-17	Benchmarking long-read RNA-sequencing technologies with LongBench: a multi-group dataset spanning bulk and single-cell modalities	Human sample from Homo sapiens		ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/085/SRR30947485/SRR30947485_1.fastq.gz			NCI-H69	Epithelial												an aneuploid cell line isolated from 55-year old white male with small cell carcinoma		male			Lung		
