run_accession	experiment_accession	sample_accession	study_accession	secondary_sample_accession	secondary_study_accession	broker_name	center_name	experiment_title	library_name	library_layout	library_selection	library_strategy	library_source	instrument_model	read_count	base_count	first_public	last_updated	scientific_name	collection_date	study_title	sample_title	submitted_ftp	fastq_ftp	age	altitude	cell_line	cell_type	dev_stage	disease	environment_biome	environment_feature	environment_material	environmental_medium	environmental_sample	host	host_body_site	host_genotype	host_phenotype	isolate	location	sex	strain	temperature	tissue_type	sampling_site	experimental_factor
run_accession	experiment_accession	sample_accession	study_accession	secondary_sample_accession	secondary_study_accession	broker_name	center_name	experiment_title	library_name	library_layout	library_selection	library_strategy	library_source	instrument_model	read_count	base_count	first_public	last_updated	scientific_name	collection_date	study_title	sample_title	submitted_ftp	fastq_ftp	age	altitude	cell_line	cell_type	dev_stage	disease	environment_biome	environment_feature	environment_material	environmental_medium	environmental_sample	host	host_body_site	host_genotype	host_phenotype	isolate	location	sex	strain	temperature	tissue_type	sampling_site	experimental_factor
SRR32452656	SRX27767213	SAMN46346447	PRJNA1133831	SRS24146913	SRP533099		NCI-phs003707	Illumina NovaSeq 6000 sequencing	R60_ex_TS	PAIRED	cDNA	WXS	GENOMIC	Illumina NovaSeq 6000	0	0	2025-05-08	2025-05-08	Homo sapiens		MP2PRT-MNG: Identifying novel molecular markers of response to radiotherapy in meningiomas using samples from the RTOG-0539 (NCT00895622)	Tumor DNA sample from Brain of a human female participant in the dbGaP study "MP2PRT-MNG: Identifying Novel Molecular Markers of Response to Radiotherapy in Meningiomas Using Samples from the RTOG-0539 (NCT00895622)"	Protected file(s). Go to dbGap																			female					
run_accession	experiment_accession	sample_accession	study_accession	secondary_sample_accession	secondary_study_accession	broker_name	center_name	experiment_title	library_name	library_layout	library_selection	library_strategy	library_source	instrument_model	read_count	base_count	first_public	last_updated	scientific_name	collection_date	study_title	sample_title	submitted_ftp	fastq_ftp	age	altitude	cell_line	cell_type	dev_stage	disease	environment_biome	environment_feature	environment_material	environmental_medium	environmental_sample	host	host_body_site	host_genotype	host_phenotype	isolate	location	sex	strain	temperature	tissue_type	sampling_site	experimental_factor
run_accession	experiment_accession	sample_accession	study_accession	secondary_sample_accession	secondary_study_accession	broker_name	center_name	experiment_title	library_name	library_layout	library_selection	library_strategy	library_source	instrument_model	read_count	base_count	first_public	last_updated	scientific_name	collection_date	study_title	sample_title	submitted_ftp	fastq_ftp	age	altitude	cell_line	cell_type	dev_stage	disease	environment_biome	environment_feature	environment_material	environmental_medium	environmental_sample	host	host_body_site	host_genotype	host_phenotype	isolate	location	sex	strain	temperature	tissue_type	sampling_site	experimental_factor
run_accession	experiment_accession	sample_accession	study_accession	secondary_sample_accession	secondary_study_accession	broker_name	center_name	experiment_title	library_name	library_layout	library_selection	library_strategy	library_source	instrument_model	read_count	base_count	first_public	last_updated	scientific_name	collection_date	study_title	sample_title	submitted_ftp	fastq_ftp	age	altitude	cell_line	cell_type	dev_stage	disease	environment_biome	environment_feature	environment_material	environmental_medium	environmental_sample	host	host_body_site	host_genotype	host_phenotype	isolate	location	sex	strain	temperature	tissue_type	sampling_site	experimental_factor
SRR32452659	SRX27767216	SAMN46346382	PRJNA1133831	SRS24146916	SRP533099		NCI-phs003707	Illumina NovaSeq 6000 sequencing	R8_ex_TS	PAIRED	cDNA	WXS	GENOMIC	Illumina NovaSeq 6000	0	0	2025-05-08	2025-05-08	Homo sapiens		MP2PRT-MNG: Identifying novel molecular markers of response to radiotherapy in meningiomas using samples from the RTOG-0539 (NCT00895622)	Tumor DNA sample from Brain of a human female participant in the dbGaP study "MP2PRT-MNG: Identifying Novel Molecular Markers of Response to Radiotherapy in Meningiomas Using Samples from the RTOG-0539 (NCT00895622)"	Protected file(s). Go to dbGap																			female					
run_accession	experiment_accession	sample_accession	study_accession	secondary_sample_accession	secondary_study_accession	broker_name	center_name	experiment_title	library_name	library_layout	library_selection	library_strategy	library_source	instrument_model	read_count	base_count	first_public	last_updated	scientific_name	collection_date	study_title	sample_title	submitted_ftp	fastq_ftp	age	altitude	cell_line	cell_type	dev_stage	disease	environment_biome	environment_feature	environment_material	environmental_medium	environmental_sample	host	host_body_site	host_genotype	host_phenotype	isolate	location	sex	strain	temperature	tissue_type	sampling_site	experimental_factor
SRR35257507	SRX30359932	SAMN51092825	PRJNA1315147	SRS26402317	SRP617558			Illumina NovaSeq 6000 sequencing: GSM9220674: AG-NF2-Men, 1.1 uM brigatinib, biol replicate 3 Homo sapiens RNA-Seq	GSM9220674	PAIRED	cDNA	RNA-Seq	TRANSCRIPTOMIC	Illumina NovaSeq 6000	0	0	2025-09-21	2025-09-21	Homo sapiens	missing	Combining brigatinib with mTOR inhibition to effectively treat NF2-SWN-associated and sporadic NF2-deficient meningiomas	AG-NF2-Men, 1.1 uM brigatinib, biol replicate 3					AG-NF2-Men	meningioma																			
run_accession	experiment_accession	sample_accession	study_accession	secondary_sample_accession	secondary_study_accession	broker_name	center_name	experiment_title	library_name	library_layout	library_selection	library_strategy	library_source	instrument_model	read_count	base_count	first_public	last_updated	scientific_name	collection_date	study_title	sample_title	submitted_ftp	fastq_ftp	age	altitude	cell_line	cell_type	dev_stage	disease	environment_biome	environment_feature	environment_material	environmental_medium	environmental_sample	host	host_body_site	host_genotype	host_phenotype	isolate	location	sex	strain	temperature	tissue_type	sampling_site	experimental_factor
